,symbol,gpa,remarks
6189,00407003Y,3.15,COMPLETED
6190,00407004Z,3.65,COMPLETED
6191,00407005A,3.15,COMPLETED
6192,00407006B,3.35,COMPLETED
6193,00407007C,3.7,COMPLETED
6194,00407008D,2.55,COMPLETED
6195,00407009E,3.45,COMPLETED
6196,00407010F,2.65,COMPLETED
6197,00407011G,3.8,COMPLETED
6198,00407012H,3.75,COMPLETED
6199,00407013I,2.65,COMPLETED
6200,00407014J,2.9,COMPLETED
6201,00407015K,3.8,COMPLETED
6202,00407016L,2.8,COMPLETED
6203,00407017M,2.8,COMPLETED
6204,00407018N,2.6,COMPLETED
6205,00407019O,2.55,COMPLETED
6206,00407020P,2.6,COMPLETED
6207,00407021Q,2.55,COMPLETED
6208,00407022R,2.95,COMPLETED
6209,00407023S,3.7,COMPLETED
6210,00407024T,2.5,COMPLETED
6211,00407025U,2.9,COMPLETED
6212,00407026V,2.4,COMPLETED
6213,00407027W,2.35,COMPLETED
6214,00407028X,3.65,COMPLETED
6215,00407029Y,2.85,COMPLETED
6216,00407030Z,2.85,COMPLETED
6217,00407031A,2.5,COMPLETED
6218,00407032B,2.85,COMPLETED
6219,00407033C,3.1,COMPLETED
6220,00407034D,2.75,COMPLETED
6221,00407035E,2.95,COMPLETED
6222,00407036F,3.25,COMPLETED
6223,00407037G,2.95,COMPLETED
6224,00407038H,2.9,COMPLETED
6225,00407039I,2.8,COMPLETED
6226,00407040J,2.6,COMPLETED
6227,00407041K,3.75,COMPLETED
6228,00407042L,2.6,COMPLETED
6229,00407043M,2.7,COMPLETED
6230,00407044N,3.55,COMPLETED
6231,00407045O,2.7,COMPLETED
6232,00407046P,2.8,COMPLETED
6233,00407047Q,2.95,COMPLETED
6234,00407048R,3.75,COMPLETED
6235,00407049S,3.5,COMPLETED
6236,00407050T,2.7,COMPLETED
6237,00407051U,2.75,COMPLETED
6238,00407052V,2.75,COMPLETED
6239,00407053W,2.65,COMPLETED
6240,00407054X,2.85,COMPLETED
6241,00407055Y,3.35,COMPLETED
6242,00407056Z,3.25,COMPLETED
6243,00407057A,3.75,COMPLETED
6244,00407058B,2.7,COMPLETED
6245,00407059C,2.9,COMPLETED
6246,00407060D,2.5,COMPLETED
6247,00407061E,3.5,COMPLETED
6248,00407062F,3.1,COMPLETED
6249,00407063G,3.35,COMPLETED
6250,00407064H,3.15,COMPLETED
6251,00407065I,3.1,COMPLETED
6252,00407066J,3.9,COMPLETED
6253,00407067K,2.75,COMPLETED
6254,00407068L,3.5,COMPLETED
6255,00407069M,3.8,COMPLETED
6256,00407070N,3.95,COMPLETED
6257,00407071O,3.2,COMPLETED
6258,00407072P,3.65,COMPLETED
6259,00407073Q,3.55,COMPLETED
6260,00407074R,3.9,COMPLETED
6261,00407075S,3.0,COMPLETED
6262,00407076T,3.55,COMPLETED
6263,00407077U,3.15,COMPLETED
6264,00407078V,3.45,COMPLETED
6265,00407079W,2.9,COMPLETED
6266,00407080X,2.75,COMPLETED
6267,00407081Y,3.8,COMPLETED
6268,00407082Z,2.8,COMPLETED
6269,00407083A,3.85,COMPLETED
6270,00407084B,2.35,COMPLETED
6271,00407085C,3.15,COMPLETED
6272,00407086D,3.25,COMPLETED
6273,00407087E,2.55,COMPLETED
6274,00407088F,2.8,COMPLETED
6275,00407089G,2.8,COMPLETED
6276,00407090H,2.95,COMPLETED
6277,00407091I,2.4,COMPLETED
6278,00407092J,3.7,COMPLETED
6279,00407093K,3.45,COMPLETED
6280,00407094L,3.85,COMPLETED
6281,00407095M,3.5,COMPLETED
6282,00407096N,2.75,COMPLETED
6283,00407097O,3.45,COMPLETED
6284,00407098P,3.85,COMPLETED
6285,00407099Q,3.65,COMPLETED
6286,00407100R,3.3,COMPLETED
6287,00407101S,2.95,COMPLETED
6288,00407102T,2.75,COMPLETED
6289,00407103U,3.1,COMPLETED
6290,00407104V,2.85,COMPLETED
6291,00407105W,2.95,COMPLETED
6292,00407106X,3.8,COMPLETED
6293,00407107Y,3.1,COMPLETED
6294,00407108Z,3.05,COMPLETED
6295,00407109A,3.25,COMPLETED
6296,00407110B,2.65,COMPLETED
6297,00407111C,2.7,COMPLETED
6298,00407112D,3.5,COMPLETED
6299,00407113E,3.65,COMPLETED
6300,00407114F,3.85,COMPLETED
6301,00407115G,3.45,COMPLETED
6302,00407116H,3.5,COMPLETED
6303,00407117I,3.55,COMPLETED
6304,00407118J,3.4,COMPLETED
6305,00407119K,2.55,COMPLETED
6306,00407120L,2.55,COMPLETED
6307,00407121M,3.5,COMPLETED
6308,00407122N,2.8,COMPLETED
6309,00407123O,2.55,COMPLETED
6310,00407124P,2.95,COMPLETED
6311,00407125Q,2.7,COMPLETED
6312,00407126R,2.55,COMPLETED
6313,00407127S,2.55,COMPLETED
6314,00407128T,2.6,COMPLETED
6315,00407129U,2.55,COMPLETED
6316,00407130V,2.55,COMPLETED
6317,00407131W,2.55,COMPLETED
6318,00407132X,,ABSENT8
6319,00407133Y,2.65,COMPLETED
6320,00407134Z,2.6,COMPLETED
6321,00407135A,2.55,COMPLETED
6322,00407136B,2.55,COMPLETED
6323,00407137C,3.1,COMPLETED
6324,00407138D,2.8,COMPLETED
6325,00407139E,2.6,COMPLETED
6326,00407140F,2.55,COMPLETED
6327,00407141G,3.2,COMPLETED
6328,00407142H,2.55,COMPLETED
6329,00407143I,2.8,COMPLETED
6330,00407144J,2.55,COMPLETED
6331,00407145K,2.7,COMPLETED
6332,00407146L,3.5,COMPLETED
6333,00407147M,2.55,COMPLETED
6334,00407148N,2.65,COMPLETED
6335,00407149O,3.1,COMPLETED
6336,00407150P,2.75,COMPLETED
6337,00407151Q,2.6,COMPLETED
6338,00407152R,2.55,COMPLETED
6339,00407153S,3.15,COMPLETED
6340,00407154T,2.6,COMPLETED
6341,00407155U,2.6,COMPLETED
6342,00407156V,3.25,COMPLETED
6343,00407157W,2.65,COMPLETED
6344,00407158X,2.9,COMPLETED
6345,00407159Y,3.5,COMPLETED
6346,00407160Z,2.6,COMPLETED
6347,00407161A,2.55,COMPLETED
6348,00407162B,2.65,COMPLETED
6349,00407163C,2.6,COMPLETED
6350,00407164D,2.55,COMPLETED
6351,00407165E,2.75,COMPLETED
6352,00407166F,2.7,COMPLETED
6353,00407167G,2.55,COMPLETED
6354,00407168H,2.55,COMPLETED
6355,00407169I,2.55,COMPLETED
6356,00407170J,2.55,COMPLETED
6357,00407171K,3.05,COMPLETED
6358,00407172L,3.0,COMPLETED
6359,00407173M,,ABSENT1
6360,00407174N,3.15,COMPLETED
6361,00407175O,2.8,COMPLETED
6362,00407176P,3.9,COMPLETED
6363,00407177Q,3.0,COMPLETED
6364,00407178R,3.55,COMPLETED
6365,00407179S,2.8,COMPLETED
6366,00407180T,3.35,COMPLETED
6367,00407181U,3.9,COMPLETED
6368,00407182V,2.6,COMPLETED
6369,00407183W,2.65,COMPLETED
6370,00407184X,3.15,COMPLETED
6371,00407185Y,3.85,COMPLETED
6372,00407186Z,3.5,COMPLETED
6373,00407187A,3.25,COMPLETED
6374,00407188B,2.75,COMPLETED
6375,00407189C,2.9,COMPLETED
6376,00407190D,3.9,COMPLETED
6377,00407191E,3.2,COMPLETED
6378,00407192F,2.8,COMPLETED
6379,00407193G,3.2,COMPLETED
6380,00407194H,4.0,COMPLETED
6381,00407195I,3.45,COMPLETED
6382,00407196J,4.0,COMPLETED
6383,00407197K,3.2,COMPLETED
6384,00407198L,3.5,COMPLETED
6385,00407199M,3.7,COMPLETED
6386,00407200N,3.85,COMPLETED
6387,00407201O,3.4,COMPLETED
6388,00407202P,3.5,COMPLETED
6389,00407203Q,3.25,COMPLETED
6390,00407204R,3.25,COMPLETED
6391,00407205S,3.0,COMPLETED
6392,00407206T,3.35,COMPLETED
6393,00407207U,3.0,COMPLETED
6394,00407208V,3.05,COMPLETED
6395,00407209W,3.25,COMPLETED
6396,00407210X,3.55,COMPLETED
6397,00407211Y,3.2,COMPLETED
6398,00407212Z,3.35,COMPLETED
6399,00407213A,3.55,COMPLETED
6400,00407214B,3.35,COMPLETED
6401,00407215C,3.2,COMPLETED
6402,00407216D,4.0,COMPLETED
6403,00407217E,3.85,COMPLETED
6404,00407218F,3.3,COMPLETED
6405,00407219G,3.25,COMPLETED
6406,00407220H,3.2,COMPLETED
6407,00407221I,3.9,COMPLETED
6408,00407222J,3.15,COMPLETED
6409,00407223K,2.9,COMPLETED
6410,00407224L,3.2,COMPLETED
6411,00407225M,3.95,COMPLETED
6412,00407226N,3.4,COMPLETED
6413,00407227O,3.25,COMPLETED
6414,00407228P,3.2,COMPLETED
6415,00407229Q,3.6,COMPLETED
6416,00407230R,3.35,COMPLETED
6417,00407231S,3.35,COMPLETED
6418,00407232T,2.95,COMPLETED
6419,00407233U,3.0,COMPLETED
6420,00407234V,3.45,COMPLETED
6421,00407235W,3.4,COMPLETED
6422,00407236X,3.6,COMPLETED
6423,00407237Y,3.2,COMPLETED
6424,00407238Z,3.55,COMPLETED
6425,00407239A,3.45,COMPLETED
6426,00407240B,3.35,COMPLETED
6427,00407241C,3.15,COMPLETED
6428,00407242D,2.95,COMPLETED
6429,00407243E,3.2,COMPLETED
6430,00407244F,3.55,COMPLETED
6431,00407245G,3.05,COMPLETED
6432,00407246H,3.15,COMPLETED
6433,00407247I,3.5,COMPLETED
6434,00407248J,3.2,COMPLETED
6435,00407249K,3.25,COMPLETED
6436,00407250L,3.5,COMPLETED
6437,00407251M,3.0,COMPLETED
6438,00407252N,3.5,COMPLETED
6439,00407253O,3.75,COMPLETED
6440,00407254P,2.6,COMPLETED
6441,00407255Q,2.75,COMPLETED
6442,00407256R,3.45,COMPLETED
6443,00407257S,3.0,COMPLETED
6444,00407258T,3.85,COMPLETED
6445,00407259U,2.9,COMPLETED
6446,00407260V,3.0,COMPLETED
6447,00407261W,3.1,COMPLETED
6448,00407262X,3.45,COMPLETED
6449,00407263Y,3.6,COMPLETED
6450,00407264Z,2.6,COMPLETED
6451,00407265A,3.05,COMPLETED
6452,00407266B,3.9,COMPLETED
6453,00407267C,2.35,COMPLETED
6454,00407268D,2.85,COMPLETED
6455,00407269E,3.45,COMPLETED
6456,00407270F,3.5,COMPLETED
6457,00407271G,3.2,COMPLETED
6458,00407272H,3.65,COMPLETED
6459,00407273I,4.0,COMPLETED
6460,00407274J,4.0,COMPLETED
6461,00407275K,2.55,COMPLETED
6462,00407276L,2.5,COMPLETED
6463,00407277M,3.25,COMPLETED
6464,00407278N,3.55,COMPLETED
6465,00407279O,3.55,COMPLETED
6466,00407280P,2.5,COMPLETED
6467,00407281Q,3.1,COMPLETED
6468,00407282R,3.25,COMPLETED
6469,00407283S,3.7,COMPLETED
6470,00407284T,2.6,COMPLETED
6471,00407285U,2.6,COMPLETED
6472,00407286V,,ABSENT8
6473,00407287W,3.75,COMPLETED
6474,00407288X,3.1,COMPLETED
6475,00407289Y,3.75,COMPLETED
6476,00407290Z,3.75,COMPLETED
6477,00407291A,2.4,COMPLETED
6478,00407292B,3.2,COMPLETED
6479,00407293C,3.1,COMPLETED
6480,00407294D,3.6,COMPLETED
6481,00407295E,3.55,COMPLETED
6482,00407296F,3.65,COMPLETED
6483,00407297G,3.7,COMPLETED
6484,00407298H,3.25,COMPLETED
6485,00407299I,3.1,COMPLETED
6486,00407300J,3.55,COMPLETED
6487,00407301K,2.65,COMPLETED
6488,00407302L,2.65,COMPLETED
6489,00407303M,3.6,COMPLETED
6490,00407304N,3.6,COMPLETED
6491,00407305O,4.0,COMPLETED
6492,00407306P,3.2,COMPLETED
6493,00407307Q,3.1,COMPLETED
6494,00407308R,3.5,COMPLETED
6495,00407309S,3.1,COMPLETED
6496,00407310T,3.0,COMPLETED
6497,00407311U,3.2,COMPLETED
6498,00407312V,3.3,COMPLETED
6499,00407313W,3.95,COMPLETED
6500,00407314X,3.25,COMPLETED
6501,00407315Y,3.6,COMPLETED
6502,00407316Z,3.2,COMPLETED
6503,00407317A,3.0,COMPLETED
6504,00407318B,3.05,COMPLETED
6505,00407319C,2.95,COMPLETED
6506,00407320D,3.8,COMPLETED
6507,00407321E,3.95,COMPLETED
6508,00407322F,3.45,COMPLETED
6509,00407323G,3.05,COMPLETED
6510,00407324H,3.15,COMPLETED
6511,00407325I,3.25,COMPLETED
6512,00407326J,3.35,COMPLETED
6513,00407327K,3.75,COMPLETED
6514,00407328L,3.1,COMPLETED
6515,00407329M,2.9,COMPLETED
6516,00407330N,3.55,COMPLETED
6517,00407331O,3.35,COMPLETED
6518,00407332P,3.2,COMPLETED
6519,00407333Q,3.1,COMPLETED
6520,00407334R,3.0,COMPLETED
6521,00407335S,3.25,COMPLETED
6522,00407336T,3.1,COMPLETED
6523,00407337U,3.7,COMPLETED
6524,00407338V,3.85,COMPLETED
6525,00407339W,3.25,COMPLETED
6526,00407340X,3.6,COMPLETED
6527,00407341Y,3.1,COMPLETED
6528,00407342Z,3.9,COMPLETED
6529,00407343A,3.3,COMPLETED
6530,00407344B,3.4,COMPLETED
6531,00407345C,2.95,COMPLETED
6532,00407346D,3.35,COMPLETED
6533,00407347E,3.05,COMPLETED
6534,00407348F,3.4,COMPLETED
6535,00407349G,3.25,COMPLETED
6536,00407350H,3.65,COMPLETED
6537,00407351I,3.7,COMPLETED
6538,00407352J,3.5,COMPLETED
6539,00407353K,3.2,COMPLETED
6540,00407354L,3.25,COMPLETED
6541,00407355M,3.35,COMPLETED
6542,00407356N,3.55,COMPLETED
6543,00407357O,3.4,COMPLETED
6544,00407358P,3.05,COMPLETED
6545,00407359Q,3.6,COMPLETED
6546,00407360R,3.65,COMPLETED
6547,00407361S,3.1,COMPLETED
6548,00407362T,3.3,COMPLETED
6549,00407363U,3.9,COMPLETED
6550,00407364V,3.9,COMPLETED
6551,00407365W,3.1,COMPLETED
6552,00407366X,3.15,COMPLETED
6553,00407367Y,3.3,COMPLETED
6554,00407368Z,3.55,COMPLETED
6555,00407369A,3.65,COMPLETED
6556,00407370B,3.25,COMPLETED
6557,00407371C,3.15,COMPLETED
6558,00407372D,3.4,COMPLETED
6559,00407373E,3.6,COMPLETED
6560,00407374F,3.9,COMPLETED
6561,00407375G,3.25,COMPLETED
6562,00407376H,3.3,COMPLETED
6563,00407377I,3.9,COMPLETED
6564,00407378J,3.9,COMPLETED
6565,00407379K,3.15,COMPLETED
6566,00407380L,3.95,COMPLETED
6567,00407381M,3.0,COMPLETED
6568,00407382N,2.8,COMPLETED
6569,00407383O,2.8,COMPLETED
6570,00407384P,2.75,COMPLETED
6571,00407385Q,2.8,COMPLETED
6572,00407386R,3.45,COMPLETED
6573,00407387S,3.6,COMPLETED
6574,00407388T,2.8,COMPLETED
6575,00407389U,3.15,COMPLETED
6576,00407390V,3.2,COMPLETED
6577,00407391W,3.3,COMPLETED
6578,00407392X,3.95,COMPLETED
6579,00407393Y,3.05,COMPLETED
6580,00407394Z,3.75,COMPLETED
6581,00407395A,3.7,COMPLETED
6582,00407396B,3.15,COMPLETED
6583,00407397C,3.85,COMPLETED
6584,00407398D,3.6,COMPLETED
6585,00407399E,3.0,COMPLETED
6586,00407400F,3.5,COMPLETED
6587,00407401G,2.8,COMPLETED
6588,00407402H,2.95,COMPLETED
6589,00407403I,2.8,COMPLETED
6590,00407404J,2.55,COMPLETED
6591,00407405K,2.55,COMPLETED
6592,00407406L,2.9,COMPLETED
6593,00407407M,2.75,COMPLETED
6594,00407408N,3.65,COMPLETED
6595,00407409O,3.35,COMPLETED
6596,00407410P,2.6,COMPLETED
6597,00407411Q,2.55,COMPLETED
6598,00407412R,2.5,COMPLETED
6599,00407413S,2.8,COMPLETED
6600,00407414T,3.15,COMPLETED
6601,00407415U,2.45,COMPLETED
6602,00407416V,3.2,COMPLETED
6603,00407417W,3.15,COMPLETED
6604,00407418X,2.65,COMPLETED
6605,00407419Y,2.85,COMPLETED
6606,00407420Z,2.4,COMPLETED
6607,00407421A,3.65,COMPLETED
6608,00407422B,2.5,COMPLETED
6609,00407423C,3.15,COMPLETED
6610,00407424D,2.5,COMPLETED
6611,00407425E,3.6,COMPLETED
6612,00407426F,2.55,COMPLETED
6613,00407427G,3.6,COMPLETED
6614,00407428H,3.55,COMPLETED
6615,00407429I,3.55,COMPLETED
6616,00407430J,2.6,COMPLETED
6617,00407431K,2.8,COMPLETED
6618,00407432L,2.5,COMPLETED
6619,00407433M,3.9,COMPLETED
6620,00407434N,4.0,COMPLETED
6621,00407435O,3.6,COMPLETED
6622,00407436P,3.65,COMPLETED
6623,00407437Q,3.3,COMPLETED
6624,00407438R,3.45,COMPLETED
6625,00407439S,3.05,COMPLETED
6626,00407440T,2.85,COMPLETED
6627,00407441U,3.3,COMPLETED
6628,00407442V,3.1,COMPLETED
6629,00407443W,2.9,COMPLETED
6630,00407444X,3.85,COMPLETED
6631,00407445Y,2.7,COMPLETED
6632,00407446Z,3.0,COMPLETED
6633,00407447A,2.9,COMPLETED
6634,00407448B,3.1,COMPLETED
6635,00407449C,2.6,COMPLETED
6636,00407450D,3.1,COMPLETED
6637,00407451E,3.1,COMPLETED
6638,00407452F,3.05,COMPLETED
6639,00407453G,2.65,COMPLETED
6640,00407454H,2.7,COMPLETED
6641,00407455I,3.4,COMPLETED
6642,00407456J,3.65,COMPLETED
6643,00407457K,3.75,COMPLETED
6644,00407458L,3.55,COMPLETED
6645,00407459M,3.6,COMPLETED
6646,00407460N,3.2,COMPLETED
6647,00407461O,3.0,COMPLETED
6648,00407462P,3.1,COMPLETED
6649,00407463Q,3.25,COMPLETED
6650,00407464R,3.2,COMPLETED
6651,00407465S,2.75,COMPLETED
6652,00407466T,3.5,COMPLETED
6653,00407467U,4.0,COMPLETED
6654,00407468V,3.5,COMPLETED
6655,00407469W,3.25,COMPLETED
6656,00407470X,3.15,COMPLETED
6657,00407471Y,2.65,COMPLETED
6658,00407472Z,2.6,COMPLETED
6659,00407473A,4.0,COMPLETED
6660,00407474B,3.6,COMPLETED
6661,00407475C,4.0,COMPLETED
6662,00407476D,3.1,COMPLETED
6663,00407477E,3.05,COMPLETED
6664,00407478F,3.15,COMPLETED
6665,00407479G,3.55,COMPLETED
6666,00407480H,3.15,COMPLETED
6667,00407481I,3.0,COMPLETED
6668,00407482J,3.25,COMPLETED
6669,00407483K,3.5,COMPLETED
6670,00407484L,3.6,COMPLETED
6671,00407485M,3.65,COMPLETED
6672,00407486N,2.95,COMPLETED
6673,00407487O,3.55,COMPLETED
6674,00407488P,3.35,COMPLETED
6675,00407489Q,3.4,COMPLETED
6676,00407490R,3.15,COMPLETED
6677,00407491S,3.25,COMPLETED
6678,00407492T,3.35,COMPLETED
6679,00407493U,3.75,COMPLETED
6680,00407494V,2.8,COMPLETED
6681,00407495W,3.05,COMPLETED
6682,00407496X,3.35,COMPLETED
6683,00407497Y,3.3,COMPLETED
6684,00407498Z,3.15,COMPLETED
6685,00407499A,3.0,COMPLETED
6686,00407500B,3.35,COMPLETED
6687,00407501C,3.9,COMPLETED
6688,00407502D,3.35,COMPLETED
6689,00407503E,3.0,COMPLETED
6690,00407504F,3.7,COMPLETED
6691,00407505G,3.3,COMPLETED
6692,00407506H,3.15,COMPLETED
6693,00407507I,2.9,COMPLETED
6694,00407508J,3.2,COMPLETED
6695,00407509K,2.8,COMPLETED
6696,00407510L,2.95,COMPLETED
6697,00407511M,3.35,COMPLETED
6698,00407512N,3.0,COMPLETED
6699,00407513O,2.9,COMPLETED
6700,00407514P,3.45,COMPLETED
6701,00407515Q,3.05,COMPLETED
6702,00407516R,2.7,COMPLETED
6703,00407517S,3.3,COMPLETED
6704,00407518T,3.0,COMPLETED
6705,00407519U,3.0,COMPLETED
6706,00407520V,2.85,COMPLETED
6707,00407521W,3.6,COMPLETED
6708,00407522X,3.35,COMPLETED
6709,00407523Y,3.2,COMPLETED
6710,00407524Z,3.25,COMPLETED
6711,00407525A,3.25,COMPLETED
6712,00407526B,3.25,COMPLETED
6713,00407527C,3.0,COMPLETED
6714,00407528D,2.8,COMPLETED
6715,00407529E,3.3,COMPLETED
6716,00407530F,3.05,COMPLETED
6717,00407531G,3.75,COMPLETED
6718,00407532H,3.1,COMPLETED
6719,00407533I,2.95,COMPLETED
6720,00407534J,2.9,COMPLETED
6721,00407535K,2.85,COMPLETED
6722,00407536L,3.85,COMPLETED
6723,00407537M,3.0,COMPLETED
6724,00407538N,3.15,COMPLETED
6725,00407539O,2.95,COMPLETED
6726,00407540P,4.0,COMPLETED
6727,00407541Q,2.8,COMPLETED
6728,00407542R,2.7,COMPLETED
6729,00407543S,3.0,COMPLETED
6730,00407544T,3.9,COMPLETED
6731,00407545U,2.9,COMPLETED
6732,00407546V,3.2,COMPLETED
6733,00407547W,3.15,COMPLETED
6734,00407548X,3.35,COMPLETED
6735,00407549Y,3.3,COMPLETED
6736,00407550Z,3.5,COMPLETED
6737,00407551A,3.3,COMPLETED
6738,00407552B,3.65,COMPLETED
6739,00407553C,3.1,COMPLETED
6740,00407554D,2.95,COMPLETED
6741,00407555E,3.3,COMPLETED
6742,00407556F,3.65,COMPLETED
6743,00407557G,3.15,COMPLETED
6744,00407558H,3.15,COMPLETED
6745,00407559I,3.25,COMPLETED
6746,00407560J,3.2,COMPLETED
6747,00407561K,3.15,COMPLETED
6748,00407562L,3.7,COMPLETED
6749,00407563M,3.6,COMPLETED
6750,00407564N,3.5,COMPLETED
6751,00407565O,3.15,COMPLETED
6752,00407566P,3.4,COMPLETED
6753,00407567Q,3.0,COMPLETED
6754,00407568R,3.3,COMPLETED
6755,00407569S,3.25,COMPLETED
6756,00407570T,3.3,COMPLETED
6757,00407571U,2.8,COMPLETED
6758,00407572V,3.25,COMPLETED
6759,00407573W,3.45,COMPLETED
6760,00407574X,3.0,COMPLETED
6761,00407575Y,2.95,COMPLETED
6762,00407576Z,3.3,COMPLETED
6763,00407577A,3.0,COMPLETED
6764,00407578B,3.0,COMPLETED
6765,00407579C,3.5,COMPLETED
6766,00407580D,3.1,COMPLETED
6767,00407581E,3.05,COMPLETED
6768,00407582F,3.65,COMPLETED
6769,00407583G,3.15,COMPLETED
6770,00407584H,3.5,COMPLETED
6771,00407585I,3.6,COMPLETED
6772,00407586J,3.45,COMPLETED
6773,00407587K,2.8,COMPLETED
6774,00407588L,3.3,COMPLETED
6775,00407589M,3.3,COMPLETED
6776,00407590N,2.95,COMPLETED
6777,00407591O,3.2,COMPLETED
6778,00407592P,3.2,COMPLETED
6779,00407593Q,3.0,COMPLETED
6780,00407594R,3.6,COMPLETED
6781,00407595S,3.5,COMPLETED
6782,00407596T,3.3,COMPLETED
6783,00407597U,3.25,COMPLETED
6784,00407598V,3.2,COMPLETED
6785,00407599W,3.2,COMPLETED
6786,00407600X,3.2,COMPLETED
6787,00407601Y,3.7,COMPLETED
6788,00407602Z,2.8,COMPLETED
6789,00407603A,3.5,COMPLETED
6790,00407604B,3.05,COMPLETED
6791,00407605C,3.7,COMPLETED
6792,00407606D,3.25,COMPLETED
6793,00407607E,3.85,COMPLETED
6794,00407608F,3.1,COMPLETED
6795,00407609G,3.2,COMPLETED
6796,00407610H,3.05,COMPLETED
6797,00407611I,3.9,COMPLETED
6798,00407612J,3.75,COMPLETED
6799,00407613K,3.15,COMPLETED
6800,00407614L,3.5,COMPLETED
6801,00407615M,3.0,COMPLETED
6802,00407616N,3.05,COMPLETED
6803,00407617O,3.5,COMPLETED
6804,00407618P,3.9,COMPLETED
6805,00407619Q,3.2,COMPLETED
6806,00407620R,3.25,COMPLETED
6807,00407621S,3.5,COMPLETED
6808,00407622T,3.2,COMPLETED
6809,00407623U,3.25,COMPLETED
6810,00407624V,3.25,COMPLETED
6811,00407625W,3.3,COMPLETED
6812,00407626X,3.8,COMPLETED
6813,00407627Y,3.65,COMPLETED
6814,00407628Z,3.25,COMPLETED
6815,00407629A,2.85,COMPLETED
6816,00407630B,3.1,COMPLETED
6817,00407631C,3.25,COMPLETED
6818,00407632D,3.15,COMPLETED
6819,00407633E,3.65,COMPLETED
6820,00407634F,3.6,COMPLETED
6821,00407635G,3.05,COMPLETED
6822,00407636H,3.85,COMPLETED
6823,00407637I,3.85,COMPLETED
6824,00407638J,2.95,COMPLETED
6825,00407639K,2.75,COMPLETED
6826,00407640L,3.65,COMPLETED
6827,00407641M,3.2,COMPLETED
6828,00407642N,3.05,COMPLETED
6829,00407643O,4.0,COMPLETED
6830,00407644P,3.2,COMPLETED
6831,00407645Q,3.05,COMPLETED
6832,00407646R,4.0,COMPLETED
6833,00407647S,3.6,COMPLETED
6834,00407648T,3.55,COMPLETED
6835,00407649U,3.3,COMPLETED
6836,00407650V,3.05,COMPLETED
6837,00407651W,3.2,COMPLETED
6838,00407652X,2.9,COMPLETED
6839,00407653Y,3.85,COMPLETED
6840,00407654Z,3.05,COMPLETED
6841,00407655A,3.55,COMPLETED
6842,00407656B,3.25,COMPLETED
6843,00407657C,3.65,COMPLETED
6844,00407658D,3.4,COMPLETED
6845,00407659E,3.05,COMPLETED
6846,00407660F,2.95,COMPLETED
6847,00407661G,3.9,COMPLETED
6848,00407662H,4.0,COMPLETED
6849,00407663I,3.9,COMPLETED
6850,00407664J,3.0,COMPLETED
6851,00407665K,3.35,COMPLETED
6852,00407666L,3.25,COMPLETED
6853,00407667M,3.8,COMPLETED
6854,00407668N,3.2,COMPLETED
6855,00407669O,3.05,COMPLETED
6856,00407670P,3.85,COMPLETED
6857,00407671Q,3.95,COMPLETED
6858,00407672R,3.55,COMPLETED
6859,00407673S,3.5,COMPLETED
6860,00407674T,3.85,COMPLETED
6861,00407675U,3.5,COMPLETED
6862,00407676V,3.15,COMPLETED
6863,00407677W,3.8,COMPLETED
6864,00407678X,2.95,COMPLETED
6865,00407679Y,3.4,COMPLETED
6866,00407680Z,3.55,COMPLETED
6867,00407681A,3.1,COMPLETED
6868,00407682B,3.55,COMPLETED
6869,00407683C,3.8,COMPLETED
6870,00407684D,2.95,COMPLETED
6871,00407685E,3.9,COMPLETED
6872,00407686F,2.95,COMPLETED
6873,00407687G,3.6,COMPLETED
6874,00407688H,3.15,COMPLETED
6875,00407689I,3.15,COMPLETED
6876,00407690J,3.8,COMPLETED
6877,00407691K,3.85,COMPLETED
6878,00407692L,3.05,COMPLETED
6879,00407693M,3.85,COMPLETED
6880,00407694N,3.5,COMPLETED
6881,00407695O,3.1,COMPLETED
6882,00407696P,3.15,COMPLETED
6883,00407697Q,3.85,COMPLETED
6884,00407698R,3.1,COMPLETED
6885,00407699S,3.85,COMPLETED
6886,00407700T,3.85,COMPLETED
6887,00407701U,3.05,COMPLETED
6888,00407702V,3.55,COMPLETED
6889,00407703W,3.15,COMPLETED
6890,00407704X,2.95,COMPLETED
6891,00407705Y,3.0,COMPLETED
6892,00407706Z,3.2,COMPLETED
6893,00407707A,3.05,COMPLETED
6894,00407708B,2.9,COMPLETED
6895,00407709C,2.9,COMPLETED
6896,00407710D,2.85,COMPLETED
6897,00407711E,2.9,COMPLETED
6898,00407712F,3.0,COMPLETED
6899,00407713G,2.85,COMPLETED
6900,00407714H,2.9,COMPLETED
6901,00407715I,3.1,COMPLETED
6902,00407716J,2.75,COMPLETED
6903,00407717K,2.8,COMPLETED
6904,00407718L,3.0,COMPLETED
6905,00407719M,3.15,COMPLETED
6906,00407720N,2.8,COMPLETED
6907,00407721O,2.95,COMPLETED
6908,00407722P,2.85,COMPLETED
6909,00407723Q,2.8,COMPLETED
6910,00407724R,3.0,COMPLETED
6911,00407725S,2.75,COMPLETED
6912,00407726T,2.9,COMPLETED
6913,00407727U,2.85,COMPLETED
6914,00407728V,3.15,COMPLETED
6915,00407729W,2.9,COMPLETED
6916,00407730X,3.2,COMPLETED
6917,00407731Y,2.9,COMPLETED
6918,00407732Z,2.85,COMPLETED
6919,00407733A,2.8,COMPLETED
6920,00407734B,2.85,COMPLETED
