symbol,gpa,remarks
00300575O,3.00,COMPLETED
00300576P,3.00,COMPLETED
00300577Q,3.35,COMPLETED
00300578R,1.95,COMPLETED
00300579S,1.85,COMPLETED
00300580T,1.80,COMPLETED
00300581U,1.95,COMPLETED
00300582V,1.80,COMPLETED
00300583W,1.90,COMPLETED
00300584X,1.95,COMPLETED
00300585Y,2.70,COMPLETED
00300586Z,2.15,COMPLETED
00300587A,2.00,COMPLETED
00300588B,1.85,COMPLETED
00300589C,1.95,COMPLETED
00300590D,2.45,COMPLETED
00300591E,1.90,COMPLETED
00300592F,2.60,COMPLETED
00300593G,1.75,COMPLETED
00300594H,2.10,COMPLETED
00300595I,3.30,COMPLETED
00300596J,2.00,COMPLETED
00300597K,2.10,COMPLETED
00300598L,1.90,COMPLETED
00300599M,1.90,COMPLETED
00300600N,2.00,COMPLETED
00300601O,1.85,COMPLETED
00300602P,1.80,COMPLETED
00300603Q,1.85,COMPLETED
00300604R,1.90,COMPLETED
00300605S,2.10,COMPLETED
00300606T,2.20,COMPLETED
00300607U,2.00,COMPLETED
00300608V,2.75,COMPLETED
00300609W,1.95,COMPLETED
00300610X,1.85,COMPLETED
00300611Y,2.00,COMPLETED
00300612Z,2.00,COMPLETED
00300613A,1.95,COMPLETED
00300614B,3.55,COMPLETED
00300615C,2.10,COMPLETED
00300616D,3.15,COMPLETED
00300617E,2.00,COMPLETED
00300618F,3.15,COMPLETED
00300619G,1.90,COMPLETED
00300620H,1.85,COMPLETED
00300621I,3.50,COMPLETED
00300622J,2.00,COMPLETED
00300623K,2.05,COMPLETED
00300624L,1.90,COMPLETED
00300625M,2.20,COMPLETED
00300626N,2.00,COMPLETED
00300627O,1.95,COMPLETED
00300628P,1.90,COMPLETED
00300629Q,1.95,COMPLETED
00300630R,1.95,COMPLETED
00300631S,2.00,COMPLETED
00300632T,1.95,COMPLETED
00300633U,2.10,COMPLETED
00300634V,3.05,COMPLETED
00300635W,3.40,COMPLETED
00300636X,3.50,COMPLETED
00300637Y,3.65,COMPLETED
00300638Z,2.75,COMPLETED
00300639A,3.50,COMPLETED
00300640B,3.35,COMPLETED
00300641C,3.45,COMPLETED
00300642D,3.70,COMPLETED
00300643E,3.25,COMPLETED
00300644F,3.85,COMPLETED
00300645G,2.80,COMPLETED
00300646H,3.95,COMPLETED
00300647I,2.95,COMPLETED
00300648J,3.10,COMPLETED
00300649K,3.45,COMPLETED
00300650L,2.80,COMPLETED
00300651M,3.70,COMPLETED
00300652N,2.75,COMPLETED
00300653O,3.35,COMPLETED
00300654P,2.80,COMPLETED
00300655Q,3.40,COMPLETED
00300656R,3.65,COMPLETED
00300657S,3.40,COMPLETED
00300658T,2.70,COMPLETED
00300659U,2.95,COMPLETED
00300660V,2.70,COMPLETED
00300661W,2.75,COMPLETED
00300662X,2.90,COMPLETED
00300663Y,3.75,COMPLETED
00300664Z,3.95,COMPLETED
00300665A,3.45,COMPLETED
00300666B,2.75,COMPLETED
00300667C,3.05,COMPLETED
00300668D,3.70,COMPLETED
00300669E,2.75,COMPLETED
00300670F,3.15,COMPLETED
00300671G,2.75,COMPLETED
00300672H,3.10,COMPLETED
00300673I,2.90,COMPLETED
00300674J,2.95,COMPLETED
00300675K,2.70,COMPLETED
00300676L,2.85,COMPLETED
00300677M,3.75,COMPLETED
00300678N,4.00,COMPLETED
00300679O,2.80,COMPLETED
00300680P,2.75,COMPLETED
00300681Q,3.45,COMPLETED
00300682R,2.70,COMPLETED
00300683S,2.75,COMPLETED
00300684T,3.40,COMPLETED
00300685U,2.40,COMPLETED
00300686V,2.40,COMPLETED
00300687W,2.70,COMPLETED
00300688X,2.85,COMPLETED
00300689Y,2.75,COMPLETED
00300690Z,2.55,COMPLETED
00300691A,2.70,COMPLETED
00300692B,2.85,COMPLETED
00300693C,3.15,COMPLETED
00300694D,3.55,COMPLETED
00300695E,3.15,COMPLETED
00300696F,3.65,COMPLETED
00300697G,3.15,COMPLETED
00300698H,2.40,COMPLETED
00300699I,2.40,COMPLETED
00300700J,3.20,COMPLETED
00300701K,2.50,COMPLETED
00300702L,2.65,COMPLETED
00300703M,2.65,COMPLETED
00300704N,2.45,COMPLETED
00300705O,2.70,COMPLETED
00300706P,2.40,COMPLETED
00300707Q,2.45,COMPLETED
00300708R,2.80,COMPLETED
00300709S,2.60,COMPLETED
00300710T,3.40,COMPLETED
00300711U,3.60,COMPLETED
00300712V,2.50,COMPLETED
00300713W,3.20,COMPLETED
00300714X,2.75,COMPLETED
00300715Y,2.70,COMPLETED
00300716Z,3.55,COMPLETED
00300717A,2.40,COMPLETED
00300718B,3.20,COMPLETED
00300719C,3.20,COMPLETED
00300720D,3.15,COMPLETED
00300721E,3.10,COMPLETED
00300722F,2.55,COMPLETED
00300723G,2.45,COMPLETED
00300724H,3.85,COMPLETED
00300725I,3.55,COMPLETED
00300726J,2.85,COMPLETED
00300727K,3.05,COMPLETED
00300728L,3.65,COMPLETED
00300729M,3.65,COMPLETED
00300730N,4.00,COMPLETED
00300731O,2.75,COMPLETED
00300732P,3.00,COMPLETED
00300733Q,3.40,COMPLETED
00300734R,3.75,COMPLETED
00300735S,3.70,COMPLETED
00300736T,4.00,COMPLETED
00300737U,3.55,COMPLETED
00300738V,3.70,COMPLETED
00300739W,2.80,COMPLETED
00300740X,3.65,COMPLETED
00300741Y,3.45,COMPLETED
00300742Z,3.25,COMPLETED
00300743A,4.00,COMPLETED
00300744B,4.00,COMPLETED
00300745C,3.65,COMPLETED
00300746D,3.65,COMPLETED
00300747E,3.80,COMPLETED
00300748F,3.45,COMPLETED
00300749G,3.10,COMPLETED
00300750H,3.05,COMPLETED
00300751I,3.65,COMPLETED
00300752J,3.65,COMPLETED
00300753K,3.45,COMPLETED
00300754L,3.75,COMPLETED
00300755M,4.00,COMPLETED
00300756N,2.75,COMPLETED
00300757O,3.40,COMPLETED
00300758P,3.65,COMPLETED
00300759Q,3.30,COMPLETED
00300760R,3.10,COMPLETED
00300761S,3.05,COMPLETED
00300762T,4.00,COMPLETED
00300763U,3.75,COMPLETED
00300764V,2.50,COMPLETED
00300765W,3.15,COMPLETED
00300766X,2.60,COMPLETED
00300767Y,2.85,COMPLETED
00300768Z,2.85,COMPLETED
00300769A,2.45,COMPLETED
00300770B,2.70,COMPLETED
00300771C,2.75,COMPLETED
00300772D,3.15,COMPLETED
00300773E,2.70,COMPLETED
00300774F,2.75,COMPLETED
00300775G,2.65,COMPLETED
00300776H,2.65,COMPLETED
00300777I,2.60,COMPLETED
00300778J,2.95,COMPLETED
00300779K,2.75,COMPLETED
00300780L,3.45,COMPLETED
00300781M,2.60,COMPLETED
00300782N,2.45,COMPLETED
00300783O,2.65,COMPLETED
00300784P,3.45,COMPLETED
00300785Q,2.65,COMPLETED
00300786R,2.50,COMPLETED
00300787S,3.20,COMPLETED
00300788T,2.70,COMPLETED
00300789U,3.25,COMPLETED
00300790V,2.70,COMPLETED
00300791W,3.50,COMPLETED
00300792X,2.55,COMPLETED
00300793Y,2.75,COMPLETED
00300794Z,3.60,COMPLETED
00300795A,3.45,COMPLETED
00300796B,2.80,COMPLETED
00300797C,2.75,COMPLETED
00300798D,3.25,COMPLETED
00300799E,3.55,COMPLETED
00300800F,2.65,COMPLETED
00300801G,2.60,COMPLETED
00300802H,2.55,COMPLETED
00300803I,2.80,COMPLETED
00300804J,2.60,COMPLETED
00300805K,2.65,COMPLETED
00300806L,3.15,COMPLETED
00300807M,2.70,COMPLETED
00300808N,2.80,COMPLETED
00300809O,2.65,COMPLETED
00300810P,2.50,COMPLETED
00300811Q,2.65,COMPLETED
00300812R,2.65,COMPLETED
00300813S,3.05,COMPLETED
00300814T,2.75,COMPLETED
00300815U,2.70,COMPLETED
00300816V,2.50,COMPLETED
00300817W,2.60,COMPLETED
00300818X,2.55,COMPLETED
00300819Y,2.65,COMPLETED
00300820Z,2.70,COMPLETED
00300821A,2.70,COMPLETED
00300822B,2.85,COMPLETED
00300823C,3.30,COMPLETED
00300824D,2.85,COMPLETED
00300825E,2.80,COMPLETED
00300826F,3.20,COMPLETED
00300827G,3.10,COMPLETED
00300828H,2.75,COMPLETED
00300829I,2.70,COMPLETED
00300830J,2.90,COMPLETED
00300831K,3.50,COMPLETED
00300832L,2.90,COMPLETED
00300833M,2.70,COMPLETED
00300834N,2.90,COMPLETED
00300835O,3.15,COMPLETED
00300836P,2.80,COMPLETED
00300837Q,2.80,COMPLETED
00300838R,3.00,COMPLETED
00300839S,2.95,COMPLETED
00300840T,2.75,COMPLETED
00300841U,2.70,COMPLETED
00300842V,2.90,COMPLETED
00300843W,2.90,COMPLETED
00300844X,2.90,COMPLETED
00300845Y,2.80,COMPLETED
00300846Z,2.85,COMPLETED
00300847A,2.85,COMPLETED
00300848B,3.20,COMPLETED
00300849C,2.95,COMPLETED
00300850D,2.80,COMPLETED
00300851E,2.90,COMPLETED
00300852F,2.85,COMPLETED
00300853G,3.55,COMPLETED
00300854H,2.85,COMPLETED
00300855I,2.90,COMPLETED
00300856J,2.90,COMPLETED
00300857K,2.85,COMPLETED
00300858L,3.15,COMPLETED
00300859M,3.65,COMPLETED
00300860N,2.80,COMPLETED
00300861O,2.80,COMPLETED
00300862P,2.80,COMPLETED
00300863Q,2.75,COMPLETED
00300864R,2.75,COMPLETED
00300865S,2.95,COMPLETED
00300866T,3.60,COMPLETED
00300867U,2.85,COMPLETED
00300868V,2.75,COMPLETED
00300869W,3.55,COMPLETED
00300870X,2.85,COMPLETED
00300871Y,2.75,COMPLETED
00300872Z,2.75,COMPLETED
00300873A,2.80,COMPLETED
00300874B,3.25,COMPLETED
00300875C,3.35,COMPLETED
00300876D,2.70,COMPLETED
00300877E,2.90,COMPLETED
00300878F,2.80,COMPLETED
00300879G,2.80,COMPLETED
00300880H,2.80,COMPLETED
00300881I,2.80,COMPLETED
00300882J,2.85,COMPLETED
00300883K,2.80,COMPLETED
00300884L,2.75,COMPLETED
00300885M,3.15,COMPLETED
00300886N,3.30,COMPLETED
00300887O,2.75,COMPLETED
00300888P,2.80,COMPLETED
00300889Q,2.85,COMPLETED
00300890R,2.75,COMPLETED
00300891S,2.70,COMPLETED
00300892T,3.45,COMPLETED
00300893U,2.85,COMPLETED
00300894V,3.05,COMPLETED
00300895W,3.10,COMPLETED
00300896X,2.95,COMPLETED
00300897Y,2.90,COMPLETED
00300898Z,2.85,COMPLETED
00300899A,2.80,COMPLETED
00300900B,2.80,COMPLETED
00300901C,2.90,COMPLETED
00300902D,2.85,COMPLETED
00300903E,2.75,COMPLETED
00300904F,2.80,COMPLETED
00300905G,2.70,COMPLETED
00300906H,2.85,COMPLETED
00300907I,2.65,COMPLETED
00300908J,2.70,COMPLETED
00300909K,2.75,COMPLETED
00300910L,2.80,COMPLETED
00300911M,2.85,COMPLETED
00300912N,2.50,COMPLETED
00300913O,2.80,COMPLETED
00300914P,2.80,COMPLETED
00300915Q,2.70,COMPLETED
00300916R,2.95,COMPLETED
00300917S,2.80,COMPLETED
00300918T,2.85,COMPLETED
00300919U,2.90,COMPLETED
00300920V,3.80,COMPLETED
00300921W,3.35,COMPLETED
00300922X,2.65,COMPLETED
00300923Y,2.80,COMPLETED
00300924Z,2.80,COMPLETED
00300925A,2.75,COMPLETED
00300926B,2.80,COMPLETED
00300927C,2.80,COMPLETED
00300928D,2.80,COMPLETED
00300929E,3.10,COMPLETED
00300930F,2.75,COMPLETED
00300931G,2.80,COMPLETED
00300932H,3.20,COMPLETED
00300933I,2.75,COMPLETED
00300934J,2.80,COMPLETED
00300935K,2.85,COMPLETED
00300936L,2.95,COMPLETED
00300937M,2.85,COMPLETED
00300938N,2.80,COMPLETED
00300939O,2.80,COMPLETED
00300940P,2.80,COMPLETED
00300941Q,3.05,COMPLETED
00300942R,2.80,COMPLETED
00300943S,2.80,COMPLETED
00300944T,3.25,COMPLETED
00300945U,,ABSENT8
00300946V,2.85,COMPLETED
00300947W,2.80,COMPLETED
00300948X,2.90,COMPLETED
00300949Y,2.70,COMPLETED
00300950Z,3.05,COMPLETED
00300951A,3.00,COMPLETED
00300952B,2.75,COMPLETED
00300953C,3.15,COMPLETED
00300954D,2.65,COMPLETED
00300955E,2.50,COMPLETED
00300956F,3.05,COMPLETED
00300957G,2.90,COMPLETED
00300958H,2.65,COMPLETED
00300959I,3.10,COMPLETED
00300960J,2.70,COMPLETED
00300961K,2.65,COMPLETED
00300962L,2.95,COMPLETED
00300963M,2.80,COMPLETED
00300964N,2.65,COMPLETED
00300965O,2.65,COMPLETED
00300966P,2.55,COMPLETED
00300967Q,3.00,COMPLETED
00300968R,2.35,COMPLETED
00300969S,2.60,COMPLETED
00300970T,3.20,COMPLETED
00300971U,2.80,COMPLETED
00300972V,2.55,COMPLETED
00300973W,2.80,COMPLETED
00300974X,2.85,COMPLETED
00300975Y,2.75,COMPLETED
00300976Z,2.65,COMPLETED
00300977A,3.35,COMPLETED
00300978B,2.60,COMPLETED
00300979C,2.70,COMPLETED
00300980D,2.65,COMPLETED
00300981E,2.70,COMPLETED
00300982F,3.20,COMPLETED
00300983G,2.45,COMPLETED
00300984H,2.70,COMPLETED
00300985I,2.65,COMPLETED
00300986J,2.75,COMPLETED
00300987K,2.50,COMPLETED
00300988L,2.25,COMPLETED
00300989M,3.15,COMPLETED
00300990N,2.55,COMPLETED
00300991O,2.80,COMPLETED
00300992P,3.05,COMPLETED
00300993Q,2.75,COMPLETED
00300994R,2.75,COMPLETED
00300995S,2.55,COMPLETED
00300996T,3.20,COMPLETED
00300997U,2.65,COMPLETED
00300998V,2.60,COMPLETED
00300999W,2.65,COMPLETED
00301000X,,ABSENT8
00301001Y,2.80,COMPLETED
00301002Z,2.65,COMPLETED
00301003A,2.90,COMPLETED
00301004B,3.20,COMPLETED
00301005C,3.15,COMPLETED
00301006D,2.65,COMPLETED
00301007E,2.65,COMPLETED
00301008F,3.60,COMPLETED
00301009G,3.40,COMPLETED
00301010H,2.70,COMPLETED
00301011I,2.65,COMPLETED
00301012J,,ABSENT8
00301013K,2.90,COMPLETED
00301014L,2.80,COMPLETED
00301015M,2.30,COMPLETED
00301016N,2.70,COMPLETED
00301017O,2.55,COMPLETED
00301018P,3.30,COMPLETED
00301019Q,3.15,COMPLETED
00301020R,2.65,COMPLETED
00301021S,2.75,COMPLETED
00301022T,3.15,COMPLETED
00301023U,3.40,COMPLETED
00301024V,3.10,COMPLETED
00301025W,3.15,COMPLETED
00301026X,3.85,COMPLETED
00301027Y,3.70,COMPLETED
00301028Z,3.70,COMPLETED
00301029A,3.70,COMPLETED
00301030B,3.85,COMPLETED
00301031C,3.10,COMPLETED
00301032D,3.45,COMPLETED
00301033E,3.15,COMPLETED
00301034F,3.80,COMPLETED
00301035G,3.45,COMPLETED
00301036H,3.45,COMPLETED
00301037I,3.15,COMPLETED
00301038J,3.85,COMPLETED
00301039K,3.05,COMPLETED
00301040L,3.35,COMPLETED
00301041M,2.90,COMPLETED
00301042N,2.60,COMPLETED
00301043O,2.55,COMPLETED
00301044P,2.35,COMPLETED
00301045Q,2.40,COMPLETED
00301046R,2.80,COMPLETED
00301047S,3.50,COMPLETED
00301048T,3.00,COMPLETED
00301049U,2.85,COMPLETED
00301050V,2.45,COMPLETED
00301051W,2.45,COMPLETED
00301052X,3.15,COMPLETED
00301053Y,3.50,COMPLETED
00301054Z,2.85,COMPLETED
00301055A,3.15,COMPLETED
00301056B,3.05,COMPLETED
00301057C,2.85,COMPLETED
00301058D,3.00,COMPLETED
00301059E,3.10,COMPLETED
00301060F,2.60,COMPLETED
00301061G,2.80,COMPLETED
00301062H,2.65,COMPLETED
00301063I,2.50,COMPLETED
00301064J,2.60,COMPLETED
00301065K,2.65,COMPLETED
00301066L,2.60,COMPLETED
00301067M,3.20,COMPLETED
00301068N,2.55,COMPLETED
00301069O,2.90,COMPLETED
00301070P,2.90,COMPLETED
00301071Q,2.50,COMPLETED
00301072R,2.50,COMPLETED
00301073S,2.50,COMPLETED
00301074T,4.00,COMPLETED
00301075U,2.60,COMPLETED
00301076V,2.45,COMPLETED
00301077W,2.85,COMPLETED
00301078X,3.05,COMPLETED
00301079Y,2.60,COMPLETED
00301080Z,3.45,COMPLETED
00301081A,3.35,COMPLETED
00301082B,2.90,COMPLETED
00301083C,3.40,COMPLETED
00301084D,2.95,COMPLETED
00301085E,3.05,COMPLETED
00301086F,2.60,COMPLETED
00301087G,2.75,COMPLETED
00301088H,2.65,COMPLETED
00301089I,2.80,COMPLETED
00301090J,2.55,COMPLETED
00301091K,3.00,COMPLETED
00301092L,2.80,COMPLETED
00301093M,3.35,COMPLETED
00301094N,2.55,COMPLETED
00301095O,3.00,COMPLETED
00301096P,2.75,COMPLETED
00301097Q,2.65,COMPLETED
00301098R,2.60,COMPLETED
00301099S,2.60,COMPLETED
00301100T,2.60,COMPLETED
00301101U,2.60,COMPLETED
00301102V,2.95,COMPLETED
00301103W,3.60,COMPLETED
00301104X,2.55,COMPLETED
00301105Y,2.65,COMPLETED
00301106Z,3.40,COMPLETED
00301107A,2.90,COMPLETED
00301108B,2.70,COMPLETED
00301109C,2.70,COMPLETED
00301110D,3.50,COMPLETED
00301111E,2.75,COMPLETED
00301112F,2.65,COMPLETED
00301113G,2.90,COMPLETED
00301114H,2.75,COMPLETED
00301115I,2.70,COMPLETED
00301116J,2.75,COMPLETED
00301117K,2.55,COMPLETED
00301118L,2.75,COMPLETED
00301119M,2.90,COMPLETED
00301120N,2.45,COMPLETED
00301121O,2.65,COMPLETED
00301122P,2.85,COMPLETED
00301123Q,3.00,COMPLETED
00301124R,2.80,COMPLETED
00301125S,2.55,COMPLETED
00301126T,2.75,COMPLETED
00301127U,3.20,COMPLETED
00301128V,2.50,COMPLETED
00301129W,2.55,COMPLETED
00301130X,2.60,COMPLETED
00301131Y,3.30,COMPLETED
00301132Z,2.90,COMPLETED
00301133A,2.65,COMPLETED
00301134B,2.55,COMPLETED
00301135C,2.70,COMPLETED
00301136D,2.55,COMPLETED
00301137E,2.70,COMPLETED
00301138F,3.30,COMPLETED
00301139G,3.55,COMPLETED
00301140H,2.80,COMPLETED
00301141I,2.55,COMPLETED
00301142J,2.65,COMPLETED
00301143K,2.90,COMPLETED
00301144L,2.70,COMPLETED
00301145M,2.90,COMPLETED
00301146N,3.00,COMPLETED
00301147O,3.35,COMPLETED
00301148P,3.50,COMPLETED
00301149Q,3.05,COMPLETED
00301150R,2.70,COMPLETED
00301151S,3.20,COMPLETED
00301152T,2.90,COMPLETED
00301153U,2.90,COMPLETED
00301154V,2.95,COMPLETED
00301155W,2.80,COMPLETED
00301156X,2.80,COMPLETED
00301157Y,2.65,COMPLETED
00301158Z,2.85,COMPLETED
00301159A,2.95,COMPLETED
00301160B,3.80,COMPLETED
00301161C,2.70,COMPLETED
00301162D,2.75,COMPLETED
00301163E,2.80,COMPLETED
00301164F,3.20,COMPLETED
00301165G,2.90,COMPLETED
00301166H,2.95,COMPLETED
00301167I,3.05,COMPLETED
00301168J,3.35,COMPLETED
00301169K,2.80,COMPLETED
00301170L,2.90,COMPLETED
00301171M,2.55,COMPLETED
00301172N,2.65,COMPLETED
00301173O,2.85,COMPLETED
00301174P,2.95,COMPLETED
00301175Q,3.45,COMPLETED
00301176R,2.90,COMPLETED
00301177S,2.75,COMPLETED
00301178T,2.85,COMPLETED
00301179U,2.80,COMPLETED
00301180V,3.60,COMPLETED
00301181W,3.65,COMPLETED
00301182X,2.70,COMPLETED
00301183Y,2.70,COMPLETED
00301184Z,2.75,COMPLETED
00301185A,2.95,COMPLETED
00301186B,3.25,COMPLETED
00301187C,3.10,COMPLETED
00301188D,3.20,COMPLETED
00301189E,2.95,COMPLETED
00301190F,2.85,COMPLETED
00301191G,2.85,COMPLETED
00301192H,3.35,COMPLETED
00301193I,2.80,COMPLETED
00301194J,3.20,COMPLETED
00301195K,2.70,COMPLETED
00301196L,2.70,COMPLETED
00301197M,2.85,COMPLETED
00301198N,2.75,COMPLETED
00301199O,2.70,COMPLETED
00301200P,2.80,COMPLETED
00301201Q,2.85,COMPLETED
00301202R,3.00,COMPLETED
00301203S,3.50,COMPLETED
00301204T,2.75,COMPLETED
00301205U,2.05,COMPLETED
00301206V,2.80,COMPLETED
00301207W,3.40,COMPLETED
00301208X,2.30,COMPLETED
00301209Y,2.45,COMPLETED
00301210Z,2.60,COMPLETED
00301211A,2.45,COMPLETED
00301212B,2.40,COMPLETED
00301213C,2.40,COMPLETED
00301214D,2.80,COMPLETED
00301215E,2.30,COMPLETED
00301216F,2.40,COMPLETED
00301217G,3.15,COMPLETED
00301218H,2.40,COMPLETED
00301219I,2.80,COMPLETED
00301220J,2.80,COMPLETED
00301221K,2.35,COMPLETED
00301222L,2.35,COMPLETED
00301223M,2.25,COMPLETED
00301224N,2.25,COMPLETED
00301225O,2.25,COMPLETED
00301226P,2.40,COMPLETED
00301227Q,2.65,COMPLETED
00301228R,2.65,COMPLETED
00301229S,2.75,COMPLETED
00301230T,2.30,COMPLETED
00301231U,2.40,COMPLETED
00301232V,3.05,COMPLETED
00301233W,2.50,COMPLETED
00301234X,2.60,COMPLETED
00301235Y,2.80,COMPLETED
00301236Z,2.30,COMPLETED
00301237A,2.55,COMPLETED
00301238B,2.60,COMPLETED
00301239C,2.25,COMPLETED
00301240D,2.50,COMPLETED
00301241E,2.70,COMPLETED
00301242F,3.15,COMPLETED
00301243G,3.25,COMPLETED
00301244H,2.70,COMPLETED
00301245I,2.55,COMPLETED
00301246J,2.60,COMPLETED
00301247K,3.25,COMPLETED
00301248L,2.95,COMPLETED
00301249M,2.95,COMPLETED
00301250N,2.55,COMPLETED
00301251O,2.75,COMPLETED
00301252P,2.70,COMPLETED
00301253Q,2.95,COMPLETED
00301254R,2.65,COMPLETED
00301255S,3.25,COMPLETED
00301256T,2.50,COMPLETED
00301257U,2.55,COMPLETED
00301258V,4.00,COMPLETED
00301259W,2.50,COMPLETED
00301260X,2.60,COMPLETED
00301261Y,2.65,COMPLETED
00301262Z,4.00,COMPLETED
00301263A,2.55,COMPLETED
00301264B,3.40,COMPLETED
00301265C,2.45,COMPLETED
00301266D,2.90,COMPLETED
00301267E,2.90,COMPLETED
00301268F,2.65,COMPLETED
00301269G,2.60,COMPLETED
00301270H,2.70,COMPLETED
00301271I,2.85,COMPLETED
00301272J,3.10,COMPLETED
00301273K,2.75,COMPLETED
00301274L,3.20,COMPLETED
00301275M,2.55,COMPLETED
00301276N,2.90,COMPLETED
00301277O,2.60,COMPLETED
00301278P,3.15,COMPLETED
00301279Q,2.70,COMPLETED
00301280R,3.70,COMPLETED
00301281S,2.75,COMPLETED
00301282T,3.00,COMPLETED
00301283U,3.30,COMPLETED
00301284V,2.55,COMPLETED
00301285W,3.50,COMPLETED
00301286X,3.15,COMPLETED
00301287Y,2.50,COMPLETED
00301288Z,2.55,COMPLETED
00301289A,2.60,COMPLETED
00301290B,2.85,COMPLETED
00301291C,2.50,COMPLETED
00301292D,4.00,COMPLETED
00301293E,2.75,COMPLETED
00301294F,2.70,COMPLETED
00301295G,2.70,COMPLETED
00301296H,3.10,COMPLETED
00301297I,3.10,COMPLETED
00301298J,3.10,COMPLETED
00301299K,2.80,COMPLETED
00301300L,2.65,COMPLETED
00301301M,2.65,COMPLETED
00301302N,2.65,COMPLETED
00301303O,2.70,COMPLETED
00301304P,2.80,COMPLETED
00301305Q,2.55,COMPLETED
00301306R,2.65,COMPLETED
00301307S,2.70,COMPLETED
00301308T,3.20,COMPLETED
00301309U,2.75,COMPLETED
00301310V,3.25,COMPLETED
00301311W,3.05,COMPLETED
00301312X,2.50,COMPLETED
00301313Y,2.65,COMPLETED
00301314Z,2.75,COMPLETED
00301315A,2.70,COMPLETED
00301316B,3.45,COMPLETED
00301317C,2.65,COMPLETED
00301318D,2.70,COMPLETED
00301319E,3.05,COMPLETED
00301320F,3.00,COMPLETED
00301321G,2.80,COMPLETED
00301322H,2.65,COMPLETED
00301323I,2.95,COMPLETED
00301324J,2.65,COMPLETED
00301325K,2.65,COMPLETED
00301326L,2.70,COMPLETED
00301327M,2.50,COMPLETED
00301328N,2.70,COMPLETED
00301329O,3.55,COMPLETED
00301330P,2.65,COMPLETED
00301331Q,2.65,COMPLETED
00301332R,2.65,COMPLETED
00301333S,2.75,COMPLETED
00301334T,2.75,COMPLETED
00301335U,2.65,COMPLETED
00301336V,2.65,COMPLETED
00301337W,2.65,COMPLETED
00301338X,2.70,COMPLETED
00301339Y,3.20,COMPLETED
00301340Z,2.75,COMPLETED
00301341A,2.65,COMPLETED
00301342B,2.85,COMPLETED
00301343C,2.70,COMPLETED
00301344D,2.90,COMPLETED
00301345E,2.65,COMPLETED
00301346F,3.00,COMPLETED
00301347G,2.65,COMPLETED
00301348H,2.90,COMPLETED
00301349I,2.85,COMPLETED
00301350J,3.10,COMPLETED
00301351K,2.45,COMPLETED
00301352L,2.20,COMPLETED
00301353M,3.55,COMPLETED
00301354N,3.50,COMPLETED
00301355O,3.50,COMPLETED
00301356P,2.60,COMPLETED
00301357Q,2.65,COMPLETED
00301358R,2.50,COMPLETED
00301359S,2.40,COMPLETED
00301360T,2.55,COMPLETED
00301361U,2.35,COMPLETED
00301362V,3.20,COMPLETED
00301363W,2.55,COMPLETED
00301364X,3.00,COMPLETED
00301365Y,2.50,COMPLETED
00301366Z,2.55,COMPLETED
00301367A,2.35,COMPLETED
00301368B,2.75,COMPLETED
00301369C,2.30,COMPLETED
00301370D,3.15,COMPLETED
00301371E,2.95,COMPLETED
00301372F,2.30,COMPLETED
00301373G,2.30,COMPLETED
00301374H,2.70,COMPLETED
00301375I,3.15,COMPLETED
00301376J,2.95,COMPLETED
00301377K,2.90,COMPLETED
00301378L,3.25,COMPLETED
00301379M,3.05,COMPLETED
00301380N,2.95,COMPLETED
00301381O,3.35,COMPLETED
00301382P,3.60,COMPLETED
00301383Q,3.20,COMPLETED
00301384R,3.40,COMPLETED
00301385S,2.65,COMPLETED
00301386T,3.40,COMPLETED
00301387U,3.00,COMPLETED
00301388V,2.95,COMPLETED
00301389W,2.70,COMPLETED
00301390X,3.05,COMPLETED
00301391Y,3.00,COMPLETED
00301392Z,2.80,COMPLETED
00301393A,2.40,COMPLETED
00301394B,2.50,COMPLETED
00301395C,2.45,COMPLETED
00301396D,3.65,COMPLETED
00301397E,2.40,COMPLETED
00301398F,2.70,COMPLETED
00301399G,3.10,COMPLETED
00301400H,2.80,COMPLETED
00301401I,2.85,COMPLETED
00301402J,2.45,COMPLETED
00301403K,2.50,COMPLETED
00301404L,2.50,COMPLETED
00301405M,2.55,COMPLETED
00301406N,2.70,COMPLETED
00301407O,2.40,COMPLETED
00301408P,2.50,COMPLETED
00301409Q,2.95,COMPLETED
00301410R,3.10,COMPLETED
00301411S,2.50,COMPLETED
00301412T,3.15,COMPLETED
00301413U,3.00,COMPLETED
00301414V,3.25,COMPLETED
00301415W,2.25,COMPLETED
00301416X,2.95,COMPLETED
00301417Y,2.80,COMPLETED
00301418Z,2.90,COMPLETED
00301419A,2.95,COMPLETED
00301420B,2.85,COMPLETED
00301421C,2.50,COMPLETED
00301422D,2.25,COMPLETED
00301423E,2.50,COMPLETED
00301424F,3.10,COMPLETED
00301425G,2.50,COMPLETED
00301426H,3.00,COMPLETED
00301427I,3.40,COMPLETED
00301428J,2.50,COMPLETED
00301429K,2.80,COMPLETED
00301430L,3.90,COMPLETED
00301431M,2.90,COMPLETED
00301432N,2.40,COMPLETED
00301433O,2.70,COMPLETED
00301434P,2.55,COMPLETED
00301435Q,2.55,COMPLETED
00301436R,2.90,COMPLETED
00301437S,2.80,COMPLETED
00301438T,2.85,COMPLETED
00301439U,2.40,COMPLETED
00301440V,3.60,COMPLETED
00301441W,2.40,COMPLETED
00301442X,2.75,COMPLETED
